TITLE,accented lemma,SEARCH LEMMA,DISPLAY LEMMA,English Definition,Decl,Idiom,Reg Adject/Adv/Form,Proper,Part Of Speech,DCC SEMANTIC GROUP,DCC Core Frequency,Herodotus 1 frequency rank,DCC Greek Core,Herodotus Book 1 Core (412 words > 10 times),Homer Core (Frequency Categories 1-4),National Collegiate Greek Exam Core,Fundamental 400 (BiCo Elementary Core),Fine 555 (BiCo Third Semester Core),Splendid 655 (BiCo Fourth Semester Core),Alpha to Omega (Groton),Greek: an Intensive Course (Hansen-Quinn),Introduction to Ancient Greek (Luschnig),Introduction to Attic Greek (Mastronarde 2013),Learn to Read Greek (Keller-Russell)
ΑΝΑΞ,ἄναξ,αναξ,ἄναξ –ακτος ὁ,"ruler, lord",3,,,,Noun,Government and Society,,,,,2,,,,1,,,,,
ΑΝΑΞΙΟΣ,ἀνάξιος,Αναξιος,ἀνάξιος –α –ον,"worthless, unworthy (of, to), undeserving (of, to)",1,,,,Adjective,,,,,,,,,,,9,4,,38,
ΑΝΑΠΑΥΟΜΑΙ,ἀναπαύομαι,Αναπαυομαι,ἀναπαύομαι ἀναπαύσομαι ἀνεπαυσάμην ἀναπέπαυμαι,rest,,,,,Verb,,,,,,,,,,,,,,,
ΑΝΑΣΣΩ,ἀνάσσω,,ἀνάσσω,"be king, lord, or master of, rule over, reign",,,,,Verb,,,,,,4,,,,,,,,,
ΑΝΑΣΤΑΣΙΣ ,ἀνάστασις ,Αναστασις ,ἀνάστασις –εως ἡ,forced move; move; evacuation,3,,,,Noun,,,,,,,,,,,,,,,
ΑΝΑΣΤΕΝΑΖΩ,ἀναστενάζω,Αναστεναζω,ἀναστενάζω,groan aloud,,,,,Verb,,,,,,,,,,,,,,,
ΑΝΑΣΤΡΕΦΩ,ἀναστρέφω,Αναστρεφω,ἀναστρέφω ἀναστρέψω ἀνέστρεψα ––– ἀνέστραμμαι ἀνέστράφθην,turn around,,,,,Verb,,,,,,,,,,,,,,,
ΑΝΑΤΙΘΗΜΙ,ἀνατίθημι,Ανατιθημι,ἀνατίθημι ἀναθήσω ἀνέθηκα  ἀνατέθηκα –––  ἀνέτέθην,"to decorate, set up, attribute",,,,,Verb,,,276,,1,,,,,,,,12.a,23,
ΑΝΑΦΕΡΩ,ἀναφέρω,Αναφερω,ἀναφέρω ἀνοἴσω ἀωήνεγκα ἀνενήνοχα ἀνενήνεγμαι ἀνηνέχθην,"bring up, bring back, uphold",,,,,Verb,,,,,,,,,,,,,,,
ΑΝΑΧΩΡΕΩ,ἀναχωρέω,Αναχωρεω,ἀναχωρέω ἀναχωρήσω ἀνεχώρησα,"retreat, withdraw",,,,,Verb,,,,,,,,,,,,,,,
ΑΝΔΡΑΠΟΔΟΝ,ἀνδράποδον,ανδραποδον,ἀνδράποδον –ου τό,slave,2,,,,Noun,,,,,,,,,,,,,,41,
ΑΝΔΡΕΙΟΣ,ἀνδρεῖος,Ανδρειος,ἀνδρεῖος –α –ον,"fitting for a man, manly",1,,,,Adjective,,,,,,,,,,,,,,40,
ΑΝΔΡΟΩ,ἀνδρόω,Ανδροω,ἀνδρόω,be a man,,,,,Verb,Humanity and Being,,,,,,,,,,,,,,
ΑΝΕΜΟΣ,ἄνεμος,ανεμος,ἄνεμος –ου ὁ,"wind, spirit",2,,,,Noun,Natural World,,,,,3,,,,,,,,3,
ΑΝΕΣΤΗΝ,ἀνέστην,Ανεστην,ἀνέστην ἀναστάς,stand up,,,,,Verb,,,,,,,,,,,,,,,
ΑΝΕΧΟΜΑΙ,ἀνέχομαι,Ανεχομαι,ἀνέχομαι ἀνέξομαι ἠνεσχόμην,endure; be patient,,,,,Verb,,,,,,,,,,,,,,,
ΑΝΕΧΩ,ἀνέχω,Ανεχω,ἀνέχω ἀνέξω (or ἀνσχήσω) ἀνέσχον ἀνέσχηκα ––– –––,"hold up, rise up, bear up",,,,,Verb,,,,,,,,,,,,,,28,
ΑΝΘΙΣΤΑΜΑΙ ,ἀνθίσταμαι ,Ανθισταμαι ,ἀνθίσταμαι ἀνθιστήσομαι ἀντέστην ἀνέστηκα,"+dat., stand up against, withstand",,,,,Verb,,,,,,,,,,,,,,,
ΑΝΘΟΣ,ἄνθος,ανθος,ἄνθος –ους τό,flower,3,,,,Noun,Natural World,,,,,,,,,,,,6,,
ΑΝΘΡΩΠΙΝΟΣ/ΑΝΘΡΏΠΕΙΟΣ,ἀνθρώπινος/ἀνθρώπειος,Ανθρωπινος/Ανθρώπειος,ἀνθρώπινος –η –ον,"human, characteristic of people",1,,,,Adjective,Characteristics,,,,,,,,,,,,,,
ΑΝΙΣΤΑΜΑΙ,ἀνίσταμαι,Ανισταμαι,ἀνίσταμαι ἀναστήσομαι ἀνέστην ἀνέστηκα,stand up; be forced to move; move; evacuate,,,,,Verb,,,,,,,,,,,,,,,
ΑΝΙΣΤΗΜΙ,ἀνίστημι,Ανιστημι,ἀνίστημι ἀνστήσω ἀνέστησα (or ἀνέστην) ἀνέστηκα ἀνέσταμαι ἀνεστάθην,"make stand, set up; stand up",,,,,Verb,,,,,,,,,,,,,,,
ΑΝΟΗΤΟΣ ,ἀνόητος ,Ανοητος ,ἀνόητος –ον,foolish,2,,,,Adjective,,,,,,,,,,,,,,,
ΑΝΟΙΓΝΥΜΙ,ἀνοίγνυμι,Ανοιγνυμι,ἀνοίγνυμι ἀνοίξω ἀνέῳξα ἀνέῳχα ––– ἀνεῴχθην,"open pass. be open, stand open",,,,,Verb,,,,,,,,,,,27,,12.a,,
ΑΝΟΜΟΣ,ἄνομος,ανομος,ἄνομος –ον ὁ,"lawless, impious",2,,,,Noun,,,,,,,,,,,,,,38,
ΑΝΟΟΣ,ἄνοος,ανοος,ἄνοος –ον,"silly, without understanding",2,,,,Adjective,Education,,,,,,,,,,,,,,
ΑΝΟΣΙΟΣ,ἀνόσιος,ανοσιος,ἀνόσιος –ον,"unholy, profane",2,,,,Adjective,,,,,,,,,,,,,,9,
ΑΝΤΑ,ἄντα,,"ἄντα,ἄντ",opposite; Hom. Ἀντί,,,,,Preposition,,,,,,4,,,,,,,,,
ΑΝΤΕΧΩ,ἀντέχω,Αντεχω,ἀντέχω ἀνθέξω ἀντέσχον,resist,,,,,Verb,,,,,,,,,,,,,,,
ΑΝΤΙΘΕΟΣ,ἀντίθεος,,ἀντίθεος -η -ον,godlike,"1, 2",,,,Adjective,,,,,,4,,,,,,,,,
ΑΝΤΙΟΣ,ἀντίος,,ἀντίος -α or -ιη -ον,opposite,"1, 2",,,,Adjective,,,,,,4,,,,,,,,,
,ἀντιόομαι,αντιοομαι,ἀντιὀομαι ἀντιώσομαι ἠντιώθεν,oppose (+dat),,,,,Verb,,,,,,,,,,,,,,,
ΑΝΩ/1,ἄνω/1,ανω/1,ἄνω,"up, above, upwards",,,,,Verb,,,,,,,,,,,,,,,
ΑΝΩΓΩ,ἀνώγω,Ανωγω,ἀνώγω,"bid, command",,,,,Verb,Communication,,,,,3,,,,,,,,,
ΑΞΙΩΜΑ,ἀξίωμα,Αξιωμα,ἀξίωμα –ατος τό,"an honor, rank, reputation",3,,,,Noun,War and Peace,,,,,,,,,,,,,,
ΑΠΑΓΓΕΛΛΩ,ἀπαγγέλλω,Απαγγελλω,ἀπαγγέλλω ἀπαγγελῶ ἀπήγγειλα ἀπήγγελκα ἀπήγγελμαι ἀπηγγέλθην,"report, announce",,,,,Verb,Communication,,,,,,,,,,,,,,
ΑΠΑΓΩ,ἀπάγω,Απαγω,ἀπάγω ἀπάξω ἀπήγαγον ἀπῆχα ἀπῆγμαι ἀπήχθην,"lead away, bring home, pay",,,,,Verb,Locomotion,,,,,,,,,,,,,16,
ΑΠΑΙΤΕΩ,ἀπαιτέω,Απαιτεω,ἀπαιτέω ἀπαιτήσω ἀπῄτησα ἀπῄτηκα ἀπῄτημαι ἀπῄτηθην,demand (back),,,,,Verb,Communication,,,,,,,,,,,,,,
ΑΠΑΝΤΑΩ,ἀπαντἀω,απανταω,ἀπαντάω,meet (+dat),,,,,Verb,,,,,,,,,,,,,,34,
ΑΠΑΞ,ἅπαξ,Απαξ,ἅπαξ,"once, once only",,,,,Adverb,,,,,,,,,,,34,,,25,
ΑΠΑΡΧΟΜΑΙ,ἀπάρχομαι,Απαρχομαι,ἀπάρχομαι,begin,,,,,Verb,,,,,,,,,,,,,,,
ΑΠΕΙΜΙ/1,ἄπειμι,απειμι,ἄπειμι ἀπέσομαι ––– ––– ––– –––,be absent,,,,,Verb,,,,,,,,,,,,,7.a,27,13
ΑΠΕΙΜΙ/2,ἄπειμι,απειμι,ἄπειμι,go away,,,,,Verb,,,,,,,,,,,,,,23,
ΑΠΕΙΡΟΣ,ἄπειρος,απειρος,ἄπειρος –α –ον,"inexperienced of, ignorant; boundless",1,,,,Adjective,,,,,,,,,,,,,,,
ΑΠΕΡΧΟΜΑΙ,ἀπέρχομαι,Απερχομαι,ἀπέρχομαι ἀπελεύσομαι ἀπῆλθον ἀπελήλυθα ––– –––,"go away, depart from",,,,,Verb,Locomotion,,,,,,,,,,,,,23,13
ΑΠΕΧΩ,ἀπέχω,Απεχω,ἀπέχω ἀφέξω (or ἀποσχήσω) ἀπέσχον ἀπέσχηκα ––– –––,"keep off, away from",,,,,Verb,,,,,,,,,,,,,,16,
ΑΠΛΟΥΣ/1,ἁπλοῦς,απλους,ἁπλοῦς –ῆ –οῦν,"single, simple",1,,,,Adjective,,,,,,,,,,,,,,42,
ΑΠΛΟΥΣ/2,ἄπλους,απλους,ἄπλους –ουν,"not navigable, not seaworthy",2,,,,Adjective,,,,,,,,,,,,,,42,
ΑΠΟΒΑΙΝΩ,ἀποβαίνω,Αποβαινω,ἀποβαίνω ἀποβήσομαι ἀποέβην ἀποβέβηκα ––– –––,step from,,,,,Verb,,,,,,,,,,,,,,,
ΑΠΟΔΕΙΚΝΥΜΙ,ἀποδείκνυμι,Αποδεικνυμι,ἀποδείκνυμι ἀποδείξω ἀπέδειξα ἀποδέδειχα ἀποδέδειγμαι ἀπεδείχθην,"point out, prove",,,,,Verb,Communication,,194,,1,,,,1,1,48,,,23,
ΑΠΟΔΕΧΟΜΑΙ,ἀποδεχόμαι,Αποδεχομαι,ἀποδεχόμαι ἀποδεξόμαι ἀπεδεξάμην ––– ἀποδεδέμαι –––,"receive favorably, accept",,,,,Verb,,,,,,,,,,,,11,,,
ΑΠΟΔΗΜΕΩ,ἀποδημέω,Αποδημεω,ἀποδημέω,be abroad; go abroad,,,,,Verb,,,,,,,,,,,,,,,
ΑΠΟΔΙΔΡΑΣΚΩ,ἀποδιδράσκω,Αποδιδρασκω,ἀποδιδράσκω,"run away, shun, avoid",,,,,Verb,Locomotion,,,,,,,,,,,,,,
ΑΠΟΔΥΩ,ἀποδύω,αποδυω,ἀποδύω,strip off (clothes or armor),,,,,Verb,,,,,,,,,,,,,,24,
ΑΠΟΚΝΕΟΜΑΙ,ἀποκνέομαι,Αποκνεομαι,ἀποκνέομαι,"arrive at, reach",,,,,Verb,,,,,,,,,,,,,11.a,,
ΑΠΟΚΤΕΙΝΩ,ἀποκτείνω,Αποκτεινω,ἀποκτείνω ἀποκτενῶ ἀπέκτεινα ἀπέκτονα,kill,,,,,Verb,War and Peace,,315,,1,,1,1,1,1,21,18,3.a,11,8
ΑΠΟΛΑΜΒΑΝΩ,ἀπολαμβάνω,Απολαμβανω,ἀπολαμβάνω ἀπολήψομαι ἀπέλαβον ἀπείληφα ἀπείλημμαι ἀπελήφθην,take from,,,,,Verb,,,,,,,,,,,,,,,
ΑΠΟΛΑΥΩ,ἀπολαύω,Απολαυω,ἀπολαύω,"to enjoy, have the benefit of (+gen.)",,,,,Verb,The Senses and Feelings,,,,,,,,,,,,,,
ΑΠΟΛΕΙΠΩ,ἀπολείπω,Απολειπω,ἀπολείπω ἀπολείψω ἀπέλιπον ἀπολέλοιπα ἀπολέλειμμαι ἀπελείφθην,depart,,,,,Verb,Locomotion,,,,,,,,,,8,,,,
ΑΠΟΛΛΥΜΑΙ,ἀπόλλυμαι,Απολλυμαι,ἀπόλλυμαι ἀπολοῦμαι ἀπωλόμην,perish,,,,,Verb,,,,,,,,,,,,,,,
ΑΠΟΛΟΓΕΟΜΑΙ,ἀπολογέομαι,Απολογεομαι,ἀπολογέομαι ἀπολογήσομαι ἀπελογησάμην ––– ἀπολελόγημαι ἀπελογήθην,defend oneself,,,,,Verb,War and Peace,,,,,,,,,,,,,33,
ΑΠΟΛΥΩ,ἀπολύω,Απολυω,ἀπολύω ἀπολύσω ἀπέλυσα ἀπολέλυκα ἀπολέλυμαι ἀπελύθην,"loose from, mid. redeem",,,,,Verb,,,,,,,,,,,,,,,
ΑΠΟΛΩΛΕΚΑ,ἀπολώλεκα,Απολωλεκα,ἀπολώλεκα ἀπόλωλα,ruin,,,,,Verb,,,,,,,,,,,,,,,
ΑΠΟΠΕΜΠΩ,ἀποπέμπω,Αποπεμπω,ἀποπέμπω ἀποπέμψω ἀπέπεμψα ἀποπέπομφα ἀποπέπεμμαι ἀπεπέμφθην,send away,,,,,Verb,Locomotion,,292,,1,,,,,,,,,,7
ΑΠΟΠΛΕΩ,ἀποπλέω,Αποπλεω,ἀποπλέω ἀποπλεύσομαι ἀπέπλευσα ἀπεπέπλευκα ––– –––,sail away,,,,,Verb,Locomotion,,,,,,,,,,,,,40,
ΑΠΟΡΕΩ,ἀπορέω,Απορεω,ἀπορέω ἀπορήσω ἡπόρησα,at a loss,,,,,Verb,,,,,,,,,,,,,,,
ΑΠΟΡΙΑ,ἀπορία,Απορια,ἀπορία –ας ἡ,"difficulty, perplexity",1,,,,Noun,,,,,,,,,,,,,,,16
ΑΠΟΣΤΕΛΛΩ,ἀποστέλλω,Αποστελλω,ἀποστέλλω ἀποστελῶ ἀπέστειλα ἀπέσταλκα ἀπέσταλμαι ἀπεστάλθην,send away mid. depart,,,,,Verb,Locomotion,,,,,,,,,,,,,,
ΑΠΟΣΤΕΡΕΩ,ἀποστερέω,Αποστερεω,ἀποστερέω ἀποστερήσω ἀποστέρησα ἀποστέρηκα ἀποστέρημαι ἀποστερήθην,deprive,,,,,Verb,,,,,,,,,,,,,,,
ΑΠΟΣΤΡΕΦΩ,ἀποστρέφω,Αποστρεφω,ἀποστρέφω,"turn back, avert",,,,,Verb,,,,,,,,,,,,,9.b,,
ἈΠΟΤΙΝΩ,ἀποτίνω,ἀποτινω,ἀποτίνω,"pay off, atone; (mid.) avenge",,,,,Verb,,,,,,,,,,,,,,,
ΑΠΟΦΑΙΝΩ,ἀποφαίνω,Αποφαινω,ἀποφαίνω ἀποφανῶ ἀπέφηνα ἀποπέφηνα ἀποπέφασμαι ἀπεφάν(θ)ην,"display, produce",,,,,Verb,,,,,,,,,,,,,,,
ΑΠΟΦΕΥΓΩ,ἀποφεύγω,Αποφευγω,ἀποφεύγω ἀποφεύξομαι ἀποφυγον ἀποφεύγα ––– –––,"flee away, escape",,,,,Verb,,,,,,,,,,,,,,,
ΑΠΤΩ,ἅπτω,Απτω,ἅπτω ἅψω ἧψα ––– ἧμμαι ἥφθην,fasten; kindle,,,,,Verb,,,,,,4,,,,,,,,,
ΑΡ-ΟΥ,ἆρ-οὐ,Αρ-ου,"ἆρ’ οὐ or οὐκοῦν
[= οὐκ + οὖν] or οὐ",introduces a question expecting the answer “yes”,,,,,Particle,,,,,,,,,,,26,,,36,
ΑΡΑ-ΜΗ ,ἆρα-μή ,Αρα-μη ,"ἆρα μή or μῶν
[= μὴ + οὖν] or μή",introduces a question expecting the answer “no”,,,,,Particle,,,,,,,,,,,26,,,,
ΑΡΑΞΗΣ/N,Ἀράξης /N,Αραξης/N,Ἀράξης ὁ,Araxes river,1,,,1,Noun,,,376,,1,,,,,,,,,,
ΑΡΑΡΙΣΚΩ,ἀραρίσκω,,ἀραρίσκω,"fit on or together, join, fit with",,,,,Verb,,,,,,4,,,,,,,,,
ΑΡΓΑΛΕΟΣ,ἀργαλέος,,"ἀργᾰλέος -α, -ον"," hard to endure or deal with, difficult","1, 2",,,,Adjective,,,,,,4,,,,,,,,,
ΑΡΓΕΙΟΣ/N,Ἀργεῖος/N,Αργειος/N,Ἀργεῖος –η –ον,"Argive, of or from Argos (Greece)",1,,,1,Adjective,,,257,,1,,,,,,,,,,
ΑΡΓΟΣ,ἀργός,Αργος,ἀργός –ον,lazy,2,,,,Adjective,,,,,,,,,,,,,,,
ΑΡΓΥΡΟΣ,ἄργυρος,αργυρος,ἄργυρος –ου ὁ,silver,2,,,,Noun,,,,,,,,,,,35,,,42,
ΑΡΓΥΡΟΥΣ,ἀργυροῦς,αργυρους,ἄργυροῦς –ῆ –οῦν,"silver, of silver","1,2",,,,Adjective,,,,,,,,,,,,,,42,
ΑΡΕΣΚΩ,ἀρέσκω,Αρεσκω,ἀρέσκω ἀρέσω ἤρεσα ––– ––– ἠρέσθην,please,,,,,Verb,,,,,,,,,,,,,,,
ΑΡΕΤΑΩ,ἀρετάω,Αρεταω,ἀρετάω,"be fit, thrive, prosper",,,,,Verb,,,,,,,,,,,,,,,
ΑΡΙΑΔΝΗ/N,Ἀριάδνη/N,Αριαδνη/N,Ἀριάδνη ἡ ,Ariadne,1,,,1,Noun,,,,,,,,,,,,,,,
ΑΡΙΘΜΕΩ,ἀριθμέω,Αριθμεω,ἀριθμέω,"to number, count",,,,,Verb,,,,,,,,,,,,,,,
ΑΡΙΣΤΕΡΑ ,ἀριστερά ,Αριστερα ,ἀριστερά –ᾶς,left hand,1,,,,Noun,,,,,,,,,,,,,,41,
ΑΡΙΣΤΕΡΟΣ,ἀριστερός,αριστερος,ἀριστερός –ά –όω,"on the left, ominous","1,2",,,,Adjective,,,,,,,,,,,,,,41,
ΑΡΙΣΤΟΦΑΝΗΣ/N,Ἁριστοφάνης/N,Αριστοφανης/N,Ἀριστοφάνης –ους ὁ,Aristophanes,3,,,1,Noun,,,,,,,,,,,,13,,,
ΑΡΚΕΩ,ἀρκέω,Αρκεω,ἀρκέω ἀρκέσω ἤρκεσα ––– ––– –––,"ward off, defend, suffice",,,,,Verb,War and Peace,,,,,,,,,,,,,,
ΑΡΜΑ,ἅρμα,Αρμα,ἅρμα –ατος τό,chariot,3,,,,Noun,War and Peace,,,,,4,,,,,,,,,
ΑΡΜΟΖΩ,ἁρμόζω,Αρμοζω,ἁρμόζω ἁρμόσω ἥρμοσα ἥρμοκα ἥρμοσμαι ἡρμόσθην,"fit together, adapt",,,,,Verb,,,,,,,,,,,,,,,
ΑΡΜΟΝΙΑ ,ἁρμονία ,Αρμονια ,ἁρμονία –ας ἡ,harmony,1,,,,Noun,,,,,,,,,,,,,,,
ΑΡΟΤΡΟΝ,ἄροτρον,αροτρον,ἄροτρον τό,plow,2,,,,Noun,,,,,,,,,,,,,,,
ΑΡΟΩ,ἀρόω,Αροω,ἀρόω ἀρόσω ἤροσα ––– ἀρήρομαι ἠρόθην,plow,,,,,Verb,Government and Society,,,,,,,,,,,,,,
ΑΡΠΑΓΟΣ/N,Ἅρπαγος/N,Αρπαγος/N,Ἅρπαγος –ου ὁ,Harpagus,2,,,1,Noun,,,83,,1,,,,,,,,,,
ΑΡΠΑΖΩ,ἁρπάζω,Αρπαζω,ἁρπάζω ἁρπάσομαι ἥρπασα ἥρπακα ἥρπασμαι ἡρπάσθην,"snatch away, steal",,,,,Verb,,,336,,1,,,,,,15,,,26,
ΑΡΣΗΝ,ἄρσην,αρσην,ἄρσην ἄρσενος ὁ/ἡ,"male, masculine, strong",3,,,,Noun,Characteristics,,,,,,,,,,,,,,
ΑΡΤΕΜΙΣΙΟΝ/N,Ἀρτεμίσιον/N,Αρτεμισιον/N,Ἀρτεμίσιον –ου τό,Artemisium,2,,,1,Noun,,,,,,,,,,,,,,,
ΑΡΤΙ,ἄρτι,αρτι,ἄρτι,just now,,,,,Particle,,,,,,,,,,,27,,,,
ΑΡΧΑΙΟΣ,ἀρχαῖος,Αρχαιος,ἀρχαῖος –α –ον,"ancient, old-fashioned, primitive",1,,,,Adjective,Characteristics,,316,,1,,,,,,,,,16,
,Ἁρχίδαμος,Αρχιδαμος,Ἀρχίδαμος –ου ὁ,Archidamus,2,,,1,Noun,,,,,,,,,,,,,,,
,Ἀρχιμήδης,Αρχιμηδης,Ἀρχιμήδης –ου ὁ,Archimedes,2,,,1,Noun,,,,,,,,,,,,,,,
ΑΡΧΩ,ἄρχω,αρχω,ἄρχω ἅρξω ἦρξα ἦρχα ἦργμαι ἦρχθην,"begin, rule (+gen.)",,,,,Verb,Government and Society,,87,,1,3,1,1,1,1,38,5,1.a,5,3
ΑΣΑΦΗΣ,ἀσαφής,ασαφης,ἀσαφής –ές,"indistinct, unclear",3,,,,Adjective,,,,,,,,,,,,,,38,
ΑΣΕΒΕΩ,ἀσεβέω,ασεβεω,ἀσεβέω,"be godless, wicked",,,,,Verb,Characteristics,,,,,,,,,,,,,40,
ΑΣΕΒΗΣ,ἀσεβής,ασεβης,ἀσεβής –έσ,"ungodly, unholy",3,,,,Adjective,,,,,,,,,,,,,,40,
ΑΣΘΕΝΕΙΑ,ἀσθένεια,Ασθενεια,ἀσθένεια –ας ἡ,"weakness, sickliness",1,,,,Noun,Life and Death,,,,,,,,,,,,,29,
ΑΣΘΕΝΕΩ,ἀσθενέω,ασθενεω,ἀσθενέω,"be weak, be ill",,,,,Verb,,,,,,,,,,,,,,34,
ΑΣΘΕΝΗΣ,ἀσθενής,Ασθενης,ἀσθενής –ές,"weak, feeble",3,,,,Adjective,Characteristics,,,,,,,,,,,,6.a,22,
ΑΣΙΗ/N,Ἀσῖη/N,Ασιη/N,Ἀσῖη ἡ,Asia,1,,,1,Noun,,,143,,1,,,,,,,,,,
ΑΣΙΟΣ,ἄσιος,ασιος,ἄσιος –α –ον,"Asian, eastern",1,,,,Adjective,Characteristics,,,,,,,,,,,,,,
ΑΣΙΤΟΣ,ἄσιτος,ασιτος,ἄσιτος –ον,without food,2,,,,Adjective,,,,,,,,,,,,,,39,
ΑΣΚΛΗΠΙΕΙΟΝ/N,Ἀσκληπιεῖον /N,Ασκληπιειον/N,Ἀσκληπιεῖον –ου τό ,the sanctuary of Asclepius,2,,,1,Noun,,,,,,,,,,,,,,,
ΑΣΚΛΗΠΙΟΣ/N,Ἀσκληπιός /N,Ασκληπιος/N,Ἀσκληπιός –οῦ ὁ,Asclepius,2,,,1,Noun,,,,,,,,,,,,,,,
ΑΣΜΕΝΟΣ,ἄσμενος,ασμενος,ἄσμενος –η –ον,"well-pleased, glad",1,,,,Adjective,,,,,,,,,,,,,,,
ΑΣΠΑΣΙΑ/Ν,Ἀσπασία,Ασπασια,Ἀσπασία –ας ἡ,Aspasia,1,,,,Noun,,,,,,,,,,,,,,4,
ΑΣΠΙΣ,ἀσπίς,Ασπις,ἀσπίς –ίδος ἡ,"shield, round shield",3,,,,Noun,War and Peace,,,,,4,,1,1,1,16,13,5.a,14,
ΑΣΣΥΡΙΟΣ/N,Ἀσσύριος/N,Ασσυριος/N,Ἀσσύριος –η –ον,Assyrian,1,,,1,Adjective,,,240,,1,,,,,,,,,,
ΑΣΤΥ,ἄστυ,αστυ,ἄστυ ἄστεως τό,town,3,,,,Noun,Government and Society,,150,,1,3,,1,1,1,29,20,5.a,21,
ΑΣΤΥΑΓΗΣ/N,Ἀστυάγης/N,Αστυαγης/N,Ἀστυάγης –η –ον,Astyages,1,,,1,Adjective,,,66,,1,,,,,,,,,,
ΑΣΦΑΛΕΙΑ,ἀσφάλεια,Ασφαλεια,ἀσφάλεια –ας ἡ,security,1,,,,Noun,War and Peace,,,,,,,,,,,,,,
ΑΣΦΑΛΗΣ,ἀσφαλής,Ασφαλης,ἀσφαλής –ές,"safe, steadfast",3,,,,Adjective,War and Peace,,,,,,,,,,,,6.a,22,
ΑΤΑΚΤΟΣ ,ἄτακτος ,ατακτος ,ἄτακτος –ον,disordered,2,,,,Adjective,,,,,,,,,,,,,,,
ΑΤΑΚΤΩΣ,ἀτάκτως,Ατακτως,ἀτάκτως,in disorder,,,,,Adverb,,,,,,,,,,,,,,,
ΑΤΑΞΙΑ ,ἀταξία ,Αταξια ,ἀταξία –ας ἡ,disorder,1,,,,Noun,,,,,,,,,,,,,,,
ΑΤΑΡ,ἀτάρ,Αταρ,ἀτάρ,"but, yet",,,,,Conjunction,,,,,,3,,,,,,,,,
ΑΤΕ,ἅτε,Ατε,ἅτε,just as; seeing as,,,,,Adverb,,,,,,,,1,1,1,24,8,7.a,27,11
ΑΤΕΧΝΩΣ ,ἀτεχνῶς ,Ατεχνως ,ἀτεχνῶς ,simple; really,,,,,Adverb,,,,,,,,,,,,,,,
ΑΤΗ,ἅτη,Ατη,ἄτη –ης ἡ,"blindness, destruction",1,,,,Noun,,,,,,,,,,,,,,,
ΑΤΙΜΑΖΩ,ἀτιμάζω,ατιμαζω,ἀτιμάζω,"fail to honor, dishonor",,,,,Verb,,,,,,,,,,,,,,34,
ΑΤΙΜΟΣ,ἄτιμος,ατιμος,ἄτιμος –ον,without honor,2,,,,Adjective,,,,,,,,,,,,,,38,
ΑΤΟΠΟΣ,ἄτοπος,ατοπος,ἄτοπος –ον,"out of place, bad",2,,,,Adjective,,,,,,,,,,,,,,,
ΑΤΤΙΚΗ/N,Ἀττική /N,Αττικη/N,Ἀττική –ῆς ἡ ,Attica,2,,,1,Noun,,,,,,,,,,,,,,,
,Ἀττικός,Αττικος,Ἀττικός –η –ον,Attic,"1,2",,,,Adjective,,,,,,,,,,,,,,,
,Ἄτυς,Ατυς,Ἄτυς Ἄτυος ὁ,Atys,,,,1,Noun,,,,,,,,,,,,,,,
