TITLE,LOGEION LEMMA,SEARCH LEMMA,DISPLAY LEMMA,SHORTDEF,LONGDEF,LOGEIONDEF,DECL,IDIOM,REG ADJ/ADV,PROPER,PART-OF-SPEECH,LOGEION LINK
ΕΠΙΧΡΩΝΝΥΜΙ,ἐπιχρώννυμι,,ἐπιχρώννυμι,"to smear over, colour on the surface, tinge","to smear over, colour on the surface, tinge","to smear over, colour on the surface, tinge",,,,,,http://logeion.uchicago.edu/index.html#ἐπιχρώννυμι
ΕΠΙΧΡΩΣΙΣ,ἐπίχρωσις,,ἐπίχρωσις,surface-stain,surface-stain,surface-stain,,,,,,http://logeion.uchicago.edu/index.html#ἐπίχρωσις
ΕΠΙΧΥΜΑ,ἐπίχυμα,,ἐπίχυμα,an eye disease; an extra amount of oil,an eye disease; an extra amount of oil,an eye disease; an extra amount of oil,,,,,,http://logeion.uchicago.edu/index.html#ἐπίχυμα
ΕΠΙΧΥΣΙΣ,ἐπίχυσις,,ἐπίχυσις,pouring upon,pouring upon,pouring upon,,,,,,http://logeion.uchicago.edu/index.html#ἐπίχυσις
ΕΠΙΧΥΤΕΟΝ,ἐπιχυτέον,,ἐπιχυτέον,one must pour in,one must pour in,one must pour in,,,,,,http://logeion.uchicago.edu/index.html#ἐπιχυτέον
ΕΠΙΧΥΤΗΡΙΟΝ,ἐπιχυτήριον,,ἐπιχυτήριον,perfusorium,perfusorium,perfusorium,,,,,,http://logeion.uchicago.edu/index.html#ἐπιχυτήριον
ΕΠΙΧΥΤΟΣ,ἐπίχυτος,,ἐπίχυτος,poured over,poured over,poured over,,,,,,http://logeion.uchicago.edu/index.html#ἐπίχυτος
ΕΠΙΧΩΝΕΥΩ,ἐπιχωνεύω,,ἐπιχωνεύω,remould,remould,remould,,,,,,http://logeion.uchicago.edu/index.html#ἐπιχωνεύω
ΕΠΙΧΩΝΝΥΜΙ,ἐπιχώννυμι,,ἐπιχώννυμι,heap up,heap up,heap up,,,,,,http://logeion.uchicago.edu/index.html#ἐπιχώννυμι
ΕΠΙΧΩΟΜΑΙ,ἐπιχώομαι,,ἐπιχώομαι,to be angry at,to be angry at,to be angry at,,,,,,http://logeion.uchicago.edu/index.html#ἐπιχώομαι
ΕΠΙΧΩΡΕΩ,ἐπιχωρέω,,ἐπιχωρέω ἐπιχωρήσομαι ἐπεχώρησα ἐπικεχώρηκα ἐπικεχώρημαι ἐπεχωρήθην,"to give way, yield","to give way, yield","to give way, yield",,,,,Verb,http://logeion.uchicago.edu/index.html#ἐπιχωρέω
ΕΠΙΧΩΡΗΣΙΣ,ἐπιχώρησις,,ἐπιχώρησις,"concession, permission","concession, permission","concession, permission",,,,,,http://logeion.uchicago.edu/index.html#ἐπιχώρησις
ΕΠΙΧΩΡΙΑΖΩ,ἐπιχωριάζω,,ἐπιχωριάζω,to be in the habit of visiting,to be in the habit of visiting,to be in the habit of visiting,,,,,,http://logeion.uchicago.edu/index.html#ἐπιχωριάζω
ΕΠΙΧΩΡΙΟΣ,ἐπιχώριος,,ἐπιχώριος –α –ον,"in or of the country, local, native","in or of the country, local, native","in or of the country, local, native",1,,,0,Adjective,http://logeion.uchicago.edu/index.html#ἐπιχώριος
ΕΠΙΧΩΣΙΣ,ἐπίχωσις,,ἐπίχωσις,a heaping up,a heaping up,a heaping up,,,,,,http://logeion.uchicago.edu/index.html#ἐπίχωσις
ΕΠΙΧΩΣΤΕΟΝ,ἐπιχωστέον,,ἐπιχωστέον,one must heap upon,one must heap upon,one must heap upon,,,,,,http://logeion.uchicago.edu/index.html#ἐπιχωστέον
ΕΠΙΨΑΙΡΩ,ἐπιψαίρω,,ἐπιψαίρω,skim the surface of,skim the surface of,skim the surface of,,,,,,http://logeion.uchicago.edu/index.html#ἐπιψαίρω
ΕΠΙΨΑΛΛΩ,ἐπιψάλλω,,ἐπιψάλλω,play the lyre,play the lyre,play the lyre,,,,,,http://logeion.uchicago.edu/index.html#ἐπιψάλλω
ΕΠΙΨΑΛΜΟΣ,ἐπιψαλμός,,ἐπιψαλμός,accompaniment,accompaniment,accompaniment,,,,,,http://logeion.uchicago.edu/index.html#ἐπιψαλμός
ΕΠΙΨΑΜΜΙΖΩ,ἐπιψαμμίζω,,ἐπιψαμμίζω,cover with sand,cover with sand,cover with sand,,,,,,http://logeion.uchicago.edu/index.html#ἐπιψαμμίζω
ΕΠΙΨΑΥΔΗΝ,ἐπιψαύδην,,ἐπιψαύδην,grazing,grazing,grazing,,,,,,http://logeion.uchicago.edu/index.html#ἐπιψαύδην
ΕΠΙΨΑΥΣΙΣ,ἐπίψαυσις,,ἐπίψαυσις,touching lightly,touching lightly,touching lightly,,,,,,http://logeion.uchicago.edu/index.html#ἐπίψαυσις
ΕΠΙΨΑΥΩ,ἐπιψαύω,,ἐπιψαύω ἐπιψαύσω ––– ––– ––– –––,"to touch on the surface, touch lightly, handle","to touch on the surface, touch lightly, handle","to touch on the surface, touch lightly, handle",0,,,0,Verb,http://logeion.uchicago.edu/index.html#ἐπιψαύω
ΕΠΙΨΑΩ,ἐπιψάω,,ἐπιψάω,stroke,stroke,stroke,,,,,,http://logeion.uchicago.edu/index.html#ἐπιψάω
ΕΠΙΨΕΓΩ,ἐπιψέγω,,ἐπιψέγω,(bury),(bury),(bury),,,,,,http://logeion.uchicago.edu/index.html#ἐπιψέγω
ΕΠΙΨΕΚΑΖΩ,ἐπιψεκάζω,,ἐπιψεκάζω,to keep dropping,to keep dropping,to keep dropping,,,,,,http://logeion.uchicago.edu/index.html#ἐπιψεκάζω
ΕΠΙΨΕΛΙΟΝ,ἐπιψέλιον,,ἐπιψέλιον,a curb-chain,a curb-chain,a curb-chain,,,,,,http://logeion.uchicago.edu/index.html#ἐπιψέλιον
ΕΠΙΨΕΛΛΙΖΩ,ἐπιψελλίζω,,ἐπιψελλίζω,lisp,lisp,lisp,,,,,,http://logeion.uchicago.edu/index.html#ἐπιψελλίζω
ΕΠΙΨΕΥΔΟΜΑΙ,ἐπιψεύδομαι,,ἐπιψεύδομαι,to lie still more,to lie still more,to lie still more,,,,,,http://logeion.uchicago.edu/index.html#ἐπιψεύδομαι
ΕΠΙΨΗΓΜΑ,ἐπίψηγμα,,ἐπίψηγμα,scrapings,scrapings,scrapings,,,,,,http://logeion.uchicago.edu/index.html#ἐπίψηγμα
ΕΠΙΨΗΛΑΦΑΩ,ἐπιψηλαφάω,,ἐπιψηλαφάω,to feel by passing the hand over the surface,to feel by passing the hand over the surface,to feel by passing the hand over the surface,,,,,,http://logeion.uchicago.edu/index.html#ἐπιψηλαφάω
ΕΠΙΨΗΦΙΖΩ,ἐπιψηφίζω,,ἐπιψηφίζω,to put,to put,to put,,,,,,http://logeion.uchicago.edu/index.html#ἐπιψηφίζω
ΕΠΙΨΗΦΙΣΙΣ,ἐπιψήφισις,,ἐπιψήφισις,"calculation, accurate measurement","calculation, accurate measurement","calculation, accurate measurement",,,,,,http://logeion.uchicago.edu/index.html#ἐπιψήφισις
ΕΠΙΨΗΦΙΣΜΟΣ,ἐπιψηφισμός,,ἐπιψηφισμός,confirmatory vote,confirmatory vote,confirmatory vote,,,,,,http://logeion.uchicago.edu/index.html#ἐπιψηφισμός
ΕΠΙΨΗΦΙΣΤΗΣ,ἐπιψηφιστής,,ἐπιψηφιστής,magistrate who puts a question to the vote,magistrate who puts a question to the vote,magistrate who puts a question to the vote,,,,,,http://logeion.uchicago.edu/index.html#ἐπιψηφιστής
ΕΠΙΨΙΘΥΡΙΖΩ,ἐπιψιθυρίζω,,ἐπιψιθυρίζω,whisper in,whisper in,whisper in,,,,,,http://logeion.uchicago.edu/index.html#ἐπιψιθυρίζω
ΕΠΙΨΟΓΟΣ,ἐπίψογος,,ἐπίψογος,"exposed to blame, blameworthy","exposed to blame, blameworthy","exposed to blame, blameworthy",,,,,,http://logeion.uchicago.edu/index.html#ἐπίψογος
ΕΠΙΨΟΦΕΩ,ἐπιψοφέω,,ἐπιψοφέω,rattle at,rattle at,rattle at,,,,,,http://logeion.uchicago.edu/index.html#ἐπιψοφέω
ΕΠΙΨΟΦΗΣΙΣ,ἐπιψόφησις,,ἐπιψόφησις,increpatio.,increpatio.,increpatio.,,,,,,http://logeion.uchicago.edu/index.html#ἐπιψόφησις
ΕΠΙΨΥΞΙΣ,ἐπίψυξις,,ἐπίψυξις,cooling,cooling,cooling,,,,,,http://logeion.uchicago.edu/index.html#ἐπίψυξις
ΕΠΙΨΥΧΩ,ἐπιψύχω,,ἐπιψύχω,to cool,to cool,to cool,,,,,,http://logeion.uchicago.edu/index.html#ἐπιψύχω
ΕΠΙΩΓΑΙ,ἐπιωγαί,,ἐπιωγαί,places of shelter,places of shelter,places of shelter,,,,,,http://logeion.uchicago.edu/index.html#ἐπιωγαί
ΕΠΟΓΔΟΟΣ,ἐπόγδοος,,ἐπόγδοος,ratio of 9:8,ratio of 9:8,ratio of 9:8,,,,,,http://logeion.uchicago.edu/index.html#ἐπόγδοος
ΕΠΟΓΚΟΣ,ἔπογκος,,ἔπογκος,pregnant,pregnant,pregnant,,,,,,http://logeion.uchicago.edu/index.html#ἔπογκος
ΕΠΟΓΚΟΩ,ἐπογκόω,,ἐπογκόω,stuff,stuff,stuff,,,,,,http://logeion.uchicago.edu/index.html#ἐπογκόω
ΕΠΟΓΜΕΥΩ,ἐπογμεύω,,ἐπογμεύω,trace a furrow,trace a furrow,trace a furrow,,,,,,http://logeion.uchicago.edu/index.html#ἐπογμεύω
ΕΠΟΓΜΙΟΣ,ἐπόγμιος,,ἐπόγμιος,presiding over the furrows,presiding over the furrows,presiding over the furrows,,,,,,http://logeion.uchicago.edu/index.html#ἐπόγμιος
ΕΠΟΖΩ,ἐπόζω,,ἐπόζω,become stinking,become stinking,become stinking,,,,,,http://logeion.uchicago.edu/index.html#ἐπόζω
ΕΠΟΙΔΑΙΝΩ,ἐποιδαίνω,,ἐποιδαίνω,swell up,swell up,swell up,,,,,,http://logeion.uchicago.edu/index.html#ἐποιδαίνω
ΕΠΟΙΔΑΛΕΟΣ,ἐποιδαλέος,,ἐποιδαλέος,swollen,swollen,swollen,,,,,,http://logeion.uchicago.edu/index.html#ἐποιδαλέος
ΕΠΟΙΔΗΣΙΣ,ἐποίδησις,,ἐποίδησις,swelling,swelling,swelling,,,,,,http://logeion.uchicago.edu/index.html#ἐποίδησις
ΕΠΟΙΖΩ,ἐποίζω,,ἐποίζω,lament over,lament over,lament over,,,,,,http://logeion.uchicago.edu/index.html#ἐποίζω
ΕΠΟΙΚΕΩ,ἐποικέω,,ἐποικέω,to go as settler,to go as settler,to go as settler,,,,,,http://logeion.uchicago.edu/index.html#ἐποικέω
ΕΠΟΙΚΙΔΙΟΣ,ἐποικίδιος,,ἐποικίδιος,presiding over the house,presiding over the house,presiding over the house,,,,,,http://logeion.uchicago.edu/index.html#ἐποικίδιος
ΕΠΟΙΚΙΖΩ,ἐποικίζω,,ἐποικίζω,settle in a colony,settle in a colony,settle in a colony,,,,,,http://logeion.uchicago.edu/index.html#ἐποικίζω
ΕΠΟΙΚΙΟΝ,ἐποίκιον,,ἐποίκιον,"outhouse, farmstead","outhouse, farmstead","outhouse, farmstead",,,,,,http://logeion.uchicago.edu/index.html#ἐποίκιον
ΕΠΟΙΚΙΣΙΣ,ἐποίκισις,,ἐποίκισις,settlement of a colony,settlement of a colony,settlement of a colony,,,,,,http://logeion.uchicago.edu/index.html#ἐποίκισις
ΕΠΟΙΚΙΣΜΟΣ,ἐποικισμός,,ἐποικισμός,settlement,settlement,settlement,,,,,,http://logeion.uchicago.edu/index.html#ἐποικισμός
ΕΠΟΙΚΟΔΟΜΕΩ,ἐποικοδομέω,,ἐποικοδομέω,to build up,to build up,to build up,,,,,,http://logeion.uchicago.edu/index.html#ἐποικοδομέω
ΕΠΟΙΚΟΔΟΜΗ,ἐποικοδομή,,ἐποικοδομή,superstructure,superstructure,superstructure,,,,,,http://logeion.uchicago.edu/index.html#ἐποικοδομή
ΕΠΟΙΚΟΔΟΜΗΣΙΣ,ἐποικοδόμησις,,ἐποικοδόμησις,building up :,building up :,building up :,,,,,,http://logeion.uchicago.edu/index.html#ἐποικοδόμησις
ΕΠΟΙΚΟΔΟΜΙΑ,ἐποικοδομία,,ἐποικοδομία,Cinquantenaire de l'Ã©cole des hautes Ã©tudes,Cinquantenaire de l'Ã©cole des hautes Ã©tudes,Cinquantenaire de l'Ã©cole des hautes Ã©tudes,,,,,,http://logeion.uchicago.edu/index.html#ἐποικοδομία
ΕΠΟΙΚΟΝΟΜΕΟΜΑΙ,ἐποικονομέομαι,,ἐποικονομέομαι,to be administered,to be administered,to be administered,,,,,,http://logeion.uchicago.edu/index.html#ἐποικονομέομαι
ΕΠΟΙΚΟΝΟΜΗΤΕΟΝ,ἐποικονομητέον,,ἐποικονομητέον,one must treat,one must treat,one must treat,,,,,,http://logeion.uchicago.edu/index.html#ἐποικονομητέον
ΕΠΟΙΚΟΝΟΜΙΑ,ἐποικονομία,,ἐποικονομία,apporlionment,apporlionment,apporlionment,,,,,,http://logeion.uchicago.edu/index.html#ἐποικονομία
ΕΠΟΙΚΤΕΙΡΩ,ἐποικτείρω,,ἐποικτείρω/ἐποικτίρω ἐποικτειρῶ/ἐποικτιρῶ ἐπῴκτειρα/ἐπῴκτιρα ––– ––– –––,to have compassion on,to have compassion on,to have compassion on,0,,,0,Verb,http://logeion.uchicago.edu/index.html#ἐποικτείρω/ἐποικτίρω
ΕΠΟΙΚΤΙΖΩ,ἐποικτίζω,,ἐποικτίζω ἐποικτιῶ ἐπῴκτισα ἐπῴκτικα ἐπῴκτισμαι ἐπῳκτίσθην,to compassionate,to compassionate,to compassionate,0,,,0,Verb,http://logeion.uchicago.edu/index.html#ἐποικτίζω
ΕΠΟΙΚΤΙΣΤΟΣ,ἐποίκτιστος,,ἐποίκτιστος,"pitiable, piteous","pitiable, piteous","pitiable, piteous",,,,,,http://logeion.uchicago.edu/index.html#ἐποίκτιστος
ΕΠΟΙΚΤΟΣ,ἔποικτος,,ἔποικτος,piteous,piteous,piteous,,,,,,http://logeion.uchicago.edu/index.html#ἔποικτος
ΕΠΟΙΜΩΖΩ,ἐποιμώζω,,ἐποιμώζω,to lament over,to lament over,to lament over,,,,,,http://logeion.uchicago.edu/index.html#ἐποιμώζω
ΕΠΟΙΝΙΟΣ,ἐποίνιος,,ἐποίνιος,bacchanalian,bacchanalian,bacchanalian,,,,,,http://logeion.uchicago.edu/index.html#ἐποίνιος
ΕΠΟΙΣΤΕΟΝ,ἐποιστέον,,ἐποιστέον,one must charge against,one must charge against,one must charge against,,,,,,http://logeion.uchicago.edu/index.html#ἐποιστέον
ΕΠΟΙΣΤΙΚΟΣ,ἐποιστικός,,ἐποιστικός,capable of conferring,capable of conferring,capable of conferring,,,,,,http://logeion.uchicago.edu/index.html#ἐποιστικός
ΕΠΟΙΧΟΜΑΙ,ἐποίχομαι,,ἐποίχομαι,"to go towards, approach","to go towards, approach","to go towards, approach",,,,,,http://logeion.uchicago.edu/index.html#ἐποίχομαι
ΕΠΟΙΩΝΙΖΟΜΑΙ,ἐποιωνίζομαι,,ἐποιωνίζομαι,forebode,forebode,forebode,,,,,,http://logeion.uchicago.edu/index.html#ἐποιωνίζομαι
ΕΠΟΚΕΛΛΩ,ἐποκέλλω,,ἐποκέλλω,to run,to run,to run,,,,,,http://logeion.uchicago.edu/index.html#ἐποκέλλω
ΕΠΟΚΛΑΖΩ,ἐποκλάζω,,ἐποκλάζω,cower with bent knees upon,cower with bent knees upon,cower with bent knees upon,,,,,,http://logeion.uchicago.edu/index.html#ἐποκλάζω
ΕΠΟΚΡΙΑΩ,ἐποκριάω,,ἐποκριάω,to be rough in,to be rough in,to be rough in,,,,,,http://logeion.uchicago.edu/index.html#ἐποκριάω
ΕΠΟΚΡΙΟΕΙΣ,ἐποκριόεις,,ἐποκριόεις,"uneven, projecting","uneven, projecting","uneven, projecting",,,,,,http://logeion.uchicago.edu/index.html#ἐποκριόεις
ΕΠΟΚΤΑΜΕΡΗΣ,ἐποκταμερής,,ἐποκταμερής,in the ratio of 1 8/9: 1,in the ratio of 1 8/9: 1,in the ratio of 1 8/9: 1,,,,,,http://logeion.uchicago.edu/index.html#ἐποκταμερής
ΕΠΟΚΤΩΚΑΙΔΕΚΑΤΟΣ,ἐποκτωκαιδέκατος,,ἐποκτωκαιδέκατος,ratio of 19:18,ratio of 19:18,ratio of 19:18,,,,,,http://logeion.uchicago.edu/index.html#ἐποκτωκαιδέκατος
ΕΠΟΛΒΙΖΩ,ἐπολβίζω,,ἐπολβίζω,call happy,call happy,call happy,,,,,,http://logeion.uchicago.edu/index.html#ἐπολβίζω
ΕΠΟΛΒΟΣ,ἔπολβος,,ἔπολβος,prosperous,prosperous,prosperous,,,,,,http://logeion.uchicago.edu/index.html#ἔπολβος
ΕΠΟΛΙΣΘΑΝΩ,ἐπολισθάνω,,ἐπολισθάνω,to slip,to slip,to slip,,,,,,http://logeion.uchicago.edu/index.html#ἐπολισθάνω
ΕΠΟΛΟΛΥΖΩ,ἐπολολύζω,,ἐπολολύζω,to shout for joy,to shout for joy,to shout for joy,,,,,,http://logeion.uchicago.edu/index.html#ἐπολολύζω
ΕΠΟΛΟΦΥΡΟΜΑΙ,ἐπολοφύρομαι,,ἐπολοφύρομαι,lament over,lament over,lament over,,,,,,http://logeion.uchicago.edu/index.html#ἐπολοφύρομαι
ΕΠΟΜΑΙ,ἕπομαι,επομαι,ἕπομαι ἕψομαι ἑσπόμην imp: εἱπόμην,to follow,follow,follow,0,,,0,Verb,http://logeion.uchicago.edu/index.html#ἕπομαι
ΕΠΟΜΒΡΕΩ,ἐπομβρέω,,ἐπομβρέω,to pour rain upon,to pour rain upon,to pour rain upon,,,,,,http://logeion.uchicago.edu/index.html#ἐπομβρέω
ΕΠΟΜΒΡΗΣΙΣ,ἐπόμβρησις,,ἐπόμβρησις,watering with rain,watering with rain,watering with rain,,,,,,http://logeion.uchicago.edu/index.html#ἐπόμβρησις
ΕΠΟΜΒΡΙΑ,ἐπομβρία,,ἐπομβρία,"heavy rain, abundance of wet, wet weather","heavy rain, abundance of wet, wet weather","heavy rain, abundance of wet, wet weather",,,,,,http://logeion.uchicago.edu/index.html#ἐπομβρία
ΕΠΟΜΒΡΙΖΩ,ἐπομβρίζω,,ἐπομβρίζω,water with rain,water with rain,water with rain,,,,,,http://logeion.uchicago.edu/index.html#ἐπομβρίζω
ΕΠΟΜΒΡΟΣ,ἔπομβρος,,ἔπομβρος,very rainy,very rainy,very rainy,,,,,,http://logeion.uchicago.edu/index.html#ἔπομβρος
ΕΠΟΜΕΝΩΣ,ἑπομένως,,ἑπομένως,in a secondary manner,in a secondary manner,in a secondary manner,,,,,,http://logeion.uchicago.edu/index.html#ἑπομένως
ΕΠΟΜΜΑΣΙΣ,ἐπόμμασις,,ἐπόμμασις,aspect,aspect,aspect,,,,,,http://logeion.uchicago.edu/index.html#ἐπόμμασις
ΕΠΟΜΝΥΜΙ,ἐπόμνυμι,,ἐπόμνυμι ἐπομοῦμαι ἐπώμοσα,"to swear after, swear accordingly","to swear after, swear accordingly","to swear after, swear accordingly",,,,,,http://logeion.uchicago.edu/index.html#ἐπόμνυμι
ΕΠΟΜΦΑΛΙΟΣ,ἐπομφάλιος,,ἐπομφάλιος,on the navel,on the navel,on the navel,,,,,,http://logeion.uchicago.edu/index.html#ἐπομφάλιος
ΕΠΟΝΕΙΔΙΖΩ,ἐπονειδίζω,,ἐπονειδίζω,to reproach,to reproach,to reproach,,,,,,http://logeion.uchicago.edu/index.html#ἐπονειδίζω
ΕΠΟΝΕΙΔΙΣΤΟΣ,ἐπονείδιστος,,ἐπονείδιστος,"to be reproached, shameful, ignominious","to be reproached, shameful, ignominious","to be reproached, shameful, ignominious",,,,,,http://logeion.uchicago.edu/index.html#ἐπονείδιστος
ΕΠΟΝΗΣΙΣ,ἐπόνησις,,ἐπόνησις,enjoyment,enjoyment,enjoyment,,,,,,http://logeion.uchicago.edu/index.html#ἐπόνησις
ΕΠΟΝΟΜΑΖΩ,ἐπονομάζω,,ἐπονομάζω,to give a surname: to name,to give a surname: to name,to give a surname: to name,,,,,,http://logeion.uchicago.edu/index.html#ἐπονομάζω
ΕΠΟΝΟΜΑΣΤΕΟΝ,ἐπονομαστέον,,ἐπονομαστέον,one must call by a name,one must call by a name,one must call by a name,,,,,,http://logeion.uchicago.edu/index.html#ἐπονομαστέον
ΕΠΟΞΙΖΩ,ἐποξίζω,,ἐποξίζω,turn acid,turn acid,turn acid,,,,,,http://logeion.uchicago.edu/index.html#ἐποξίζω
ΕΠΟΞΥΝΩ,ἐποξύνω,,ἐποξύνω,hasten,hasten,hasten,,,,,,http://logeion.uchicago.edu/index.html#ἐποξύνω
ΕΠΟΞΥΣ,ἔποξυς,,ἔποξυς,sharpish in taste,sharpish in taste,sharpish in taste,,,,,,http://logeion.uchicago.edu/index.html#ἔποξυς
ΕΠΟΠΑΖΩ,ἐποπάζω,,ἐποπάζω,bestow besides,bestow besides,bestow besides,,,,,,http://logeion.uchicago.edu/index.html#ἐποπάζω
ΕΠΟΠΙΖΟΜΑΙ,ἐποπίζομαι,,ἐποπίζομαι,"to regard with awe, to reverence","to regard with awe, to reverence","to regard with awe, to reverence",,,,,,http://logeion.uchicago.edu/index.html#ἐποπίζομαι
